m1_msun,m2_msun,scale_factor,redshift,chirp_mass_msun,total_mass_msun,mass_ratio_q,eta,passes_quality_cut,f_isco_hz,band,in_pta,in_lisa,in_gap
1.371091e+06,1.371091e+06,0.16877300,4.92511851,1.193604e+06,2.742182e+06,1.00000000,0.25000000,1,1.603531e-03,lisa,0,1,0
1.384373e+07,1.384373e+07,0.16917400,4.91107378,1.205166e+07,2.768745e+07,1.00000000,0.25000000,1,1.588147e-04,gap,0,0,1
1.807765e+06,1.807765e+06,0.16918001,4.91086397,1.573751e+06,3.615530e+06,1.00000000,0.25000000,1,1.216191e-03,lisa,0,1,0
1.309641e+06,1.309641e+06,0.16920200,4.91009563,1.140109e+06,2.619283e+06,1.00000000,0.25000000,1,1.678771e-03,lisa,0,1,0
2.276882e+06,2.276882e+06,0.16927999,4.90737266,1.982141e+06,4.553764e+06,1.00000000,0.25000000,1,9.656132e-04,lisa,0,1,0
2.553322e+07,2.553322e+07,0.16933000,4.90562803,2.222796e+07,5.106643e+07,1.00000000,0.25000000,1,8.610695e-05,gap,0,0,1
1.261335e+06,1.261335e+06,0.16941801,4.90256028,1.098055e+06,2.522669e+06,1.00000000,0.25000000,1,1.743064e-03,lisa,0,1,0
2.645704e+06,2.645704e+06,0.17017899,4.87616587,2.303219e+06,5.291408e+06,1.00000000,0.25000000,1,8.310027e-04,lisa,0,1,0
2.487674e+06,2.487674e+06,0.17048800,4.86551546,2.165646e+06,4.975347e+06,1.00000000,0.25000000,1,8.837926e-04,lisa,0,1,0
2.336492e+07,2.336492e+07,0.17069399,4.85843696,2.034035e+07,4.672985e+07,1.00000000,0.25000000,1,9.409777e-05,gap,0,0,1
1.423201e+06,1.423201e+06,0.17072800,4.85727011,1.238968e+06,2.846401e+06,1.00000000,0.25000000,1,1.544819e-03,lisa,0,1,0
7.118069e+07,7.118069e+07,0.17088200,4.85199138,6.196639e+07,1.423614e+08,1.00000000,0.25000000,1,3.088741e-05,gap,0,0,1
